19sq68gg21cz665,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,GET,https://api.maestroconnect.scmgroup.com/api/RRJ/users/cjrgk6wt9000q0tjm24g1vc2g/notifications?skip=0&Read=false&limit=1,856,304,51,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.13,https://maestroconnect.scmgroup.com/machine,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-30493--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:24:42.778938696Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/f5218abe4d2bc5ec1bed469cfb6eb243,2019-07-02T06:24:43.903170536Z,df2f35a51d5ac6d3
19sq68gg21cfm14,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,GET,https://api.maestroconnect.scmgroup.com/api/RRJ/machines/cjrgksgpw001u0tjmmm59auuj,861,304,81,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.12,https://maestroconnect.scmgroup.com/machine/cjrgksgpw001u0tjmmm59auuj/dashboard,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-30493--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:34.172222807Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/d70c627bac6ca805fade41b87a064995,2019-07-02T06:22:34.813869064Z,4e2dcc6ad0acb594
yenigag2jkkhn0,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,GET,https://maestroconnect.scmgroup.com/static/images/menu-alarm.png,49,304,55,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.13,https://maestroconnect.scmgroup.com/machine/cjrgksgpw001u0tjmmm59auuj/dashboard,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-32253--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:33.992358083Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/2d308dd9a627cac92525ea2e1a8e2db3,2019-07-02T06:22:34.576008732Z,3ce8d91def1db554
yenigag2jkkhmb,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,GET,https://maestroconnect.scmgroup.com/static/images/menu-production.png,53,304,56,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.12,https://maestroconnect.scmgroup.com/machine/cjrgksgpw001u0tjmmm59auuj/dashboard,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-32253--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:33.986792555Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/669ab0580a24cec061661db2c7703fd0,2019-07-02T06:22:34.576008732Z,55e63dc6431bf8f0
yenigag2jkkhlu,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,GET,https://maestroconnect.scmgroup.com/static/images/menu-status.png,49,304,55,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.13,https://maestroconnect.scmgroup.com/machine/cjrgksgpw001u0tjmmm59auuj/dashboard,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-32253--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:33.984528789Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/53e9ddd82f845c9028e60f8cf5218226,2019-07-02T06:22:34.576008732Z,34b36e7190188540
yenigag2jkkhkt,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,GET,https://maestroconnect.scmgroup.com/static/images/menu-dashboard.png,51,304,55,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.12,https://maestroconnect.scmgroup.com/machine/cjrgksgpw001u0tjmmm59auuj/dashboard,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-32253--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:33.981253471Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/770c2d41602551b92cc5364446d81577,2019-07-02T06:22:34.576008732Z,aad73859c7ca577c
19sq68gg21cflld,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,OPTIONS,https://api.maestroconnect.scmgroup.com/api/RRJ/machines/cjrgksgpw001u0tjmmm59auuj,105,200,139,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.13,https://maestroconnect.scmgroup.com/machine/cjrgksgpw001u0tjmmm59auuj/dashboard,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-30493--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:33.965991766Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/b684fe2ea24d52a396ad32102ed2ca9c,2019-07-02T06:22:34.813869064Z,441a0f6766f80b2f
yenigag2jkkhfa,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,GET,https://maestroconnect.scmgroup.com/static/misc/spinner-loading.gif,52,304,57,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.12,https://maestroconnect.scmgroup.com/machine/cjrgksgpw001u0tjmmm59auuj/dashboard,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-32253--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:33.952833379Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/36ce2dd30d0f51ee5b6d0f05faa634d9,2019-07-02T06:22:34.576008732Z,3110cf8c8006b29a
yenigag2jkkhdz,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,GET,https://maestroconnect.scmgroup.com/static/scm_logo_white.png,105,304,56,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.12,https://maestroconnect.scmgroup.com/machine/cjrgksgpw001u0tjmmm59auuj/dashboard,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-32253--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:33.947221711Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/ecb7e5b75f2d9da8cf2d8382902d1886,2019-07-02T06:22:34.576008732Z,27a1f4c853d6c7e6
yenigag2jkk5gh,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,GET,https://maestroconnect.scmgroup.com/static/images/ico_cdl.png,31,200,6280,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.13,https://maestroconnect.scmgroup.com/machine/,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-32253--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:31.894033857Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/dac8978c8fd77a15e92172b841fd0761,2019-07-02T06:22:32.678416305Z,6de0356e28d05ec3
19sq68gg21cf8kw,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,GET,https://api.maestroconnect.scmgroup.com/api/RRJ/machineGroups/cjrgj9kq100030tjmpqmq32yr/machines?skip=0&limit=1000,853,304,46,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.13,https://maestroconnect.scmgroup.com/machine/,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-30493--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:31.702347560Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/6858388d9939ccc12ecf647289dff1b1,2019-07-02T06:22:32.709365846Z,be505857597e74c4
19sq68gg21cf7za,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,GET,https://api.maestroconnect.scmgroup.com/api/RRJ/machines?skip=0&limit=1000,856,304,81,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.12,https://maestroconnect.scmgroup.com/machine/,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-30493--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:31.671399132Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/2ed41cadaef1674187d095e457b74c62,2019-07-02T06:22:32.709365846Z,b659f081b26ecdac
19sq68gg21cf79p,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,OPTIONS,https://api.maestroconnect.scmgroup.com/api/RRJ/machineGroups/cjrgj9kq100030tjmpqmq32yr/machines?skip=0&limit=1000,70,200,85,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.12,https://maestroconnect.scmgroup.com/machine/,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-30493--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:31.388969419Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/32fae5e7672e867d6bed0393264725a7,2019-07-02T06:22:31.801364929Z,97aaa362b49a19ee
19sq68gg21cf54w,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,GET,https://api.maestroconnect.scmgroup.com/api/RRJ/users/cjrgk6wt9000q0tjm24g1vc2g/notifications?skip=0&limit=10,880,304,51,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.12,https://maestroconnect.scmgroup.com/machine/,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-30493--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:31.388358104Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/e376d4d59c6e6f0d526055444089b62e,2019-07-02T06:22:31.801364929Z,f3124eeb11bb61bd
19sq68gg21cf5ak,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,GET,https://api.maestroconnect.scmgroup.com/api/RRJ/users/cjrgk6wt9000q0tjm24g1vc2g/notifications?skip=0&Read=false&limit=1,856,304,80,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.12,https://maestroconnect.scmgroup.com/machine/,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-30493--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:31.365354051Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/e4110d9ab2f633c2dcbf61c6efdaf456,2019-07-02T06:22:31.801364929Z,8cf348c8e3f44907
19sq68gg21cf6un,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,OPTIONS,https://api.maestroconnect.scmgroup.com/api/RRJ/machines?skip=0&limit=1000,41,200,82,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.12,https://maestroconnect.scmgroup.com/machine/,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-30493--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:31.299905451Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/ee5d1c058cf14c647cedbcb3c479efd5,2019-07-02T06:22:31.801364929Z,4d0c9f5db2755e3e
19sq68gg21cf50n,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,GET,https://api.maestroconnect.scmgroup.com/api/RRJ/machineGroups/cjrgj9kq100030tjmpqmq32yr/machines?skip=0&limit=1000,884,304,76,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.13,https://maestroconnect.scmgroup.com/machine/,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-30493--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:31.185619704Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/df19a9788c3f43b6d3fa32005a6153be,2019-07-02T06:22:31.801364929Z,111d6b3f5e18459b
19sq68gg21cf4w0,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,GET,https://api.maestroconnect.scmgroup.com/api/organizations/RRJ,844,304,81,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.12,https://maestroconnect.scmgroup.com/machine/,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-30493--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:30.994453044Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/854f3714e825fa38cd5384454f53c0d5,2019-07-02T06:22:31.801364929Z,c7847b22f2bf0703
19sq68gg21cf4ya,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,GET,https://api.maestroconnect.scmgroup.com/api/organizations/roles/customer,851,304,76,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.13,https://maestroconnect.scmgroup.com/machine/,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-30493--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:30.967141694Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/614c467077836b9e1c649e717c87de03,2019-07-02T06:22:31.801364929Z,4c2443512679da0e
19sq68gg21cf43d,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,OPTIONS,https://api.maestroconnect.scmgroup.com/api/RRJ/users/cjrgk6wt9000q0tjm24g1vc2g/notifications?skip=0&Read=false&limit=1,73,200,89,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.12,https://maestroconnect.scmgroup.com/machine/,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-30493--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:30.689713084Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/54dd8ee33ff6e521d1c6a84cfd0f714f,2019-07-02T06:22:31.801364929Z,668916ed33fa20b8
19sq68gg21cf431,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,OPTIONS,https://api.maestroconnect.scmgroup.com/api/RRJ/users/cjrgk6wt9000q0tjm24g1vc2g/notifications?skip=0&limit=10,66,200,136,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.12,https://maestroconnect.scmgroup.com/machine/,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-30493--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:30.689334134Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/a2aa0c4786b27da7d8f5fcfeee7c7010,2019-07-02T06:22:31.801364929Z,9811430905c90985
19sq68gg21cf42o,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,OPTIONS,https://api.maestroconnect.scmgroup.com/api/RRJ/machineGroups/cjrgj9kq100030tjmpqmq32yr/machines?skip=0&limit=1000,70,200,86,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.12,https://maestroconnect.scmgroup.com/machine/,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-30493--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:30.685484250Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/13f5ee99ab62e5259403ae54565daeb4,2019-07-02T06:22:31.801364929Z,dc3d148cb9d66227
19sq68gg21cf427,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,OPTIONS,https://api.maestroconnect.scmgroup.com/api/organizations/roles/customer,38,200,125,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.13,https://maestroconnect.scmgroup.com/machine/,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-30493--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:30.685027052Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/46ccb0fe73cd4f6d4d25f414d44f6c5e,2019-07-02T06:22:31.801364929Z,3524dea47cfbaea2
19sq68gg21cf41u,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,OPTIONS,https://api.maestroconnect.scmgroup.com/api/organizations/RRJ,80,200,130,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.12,https://maestroconnect.scmgroup.com/machine/,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-30493--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:30.684594769Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/cabfa6c9f4bf75887906bbc65c4bcebf,2019-07-02T06:22:31.801364929Z,01252824c25d26c1
yenigag2jkjy27,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,GET,https://maestroconnect.scmgroup.com/static/images/bell.png,45,304,56,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.12,https://maestroconnect.scmgroup.com/machine/,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-32253--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:30.632885496Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/077adc4c16103129d14fba2cc141b0ab,2019-07-02T06:22:31.791795829Z,70bf3ae43bfe055f
yenigag2jkjy1j,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,GET,https://maestroconnect.scmgroup.com/static/images/user_logout.png,49,304,55,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.13,https://maestroconnect.scmgroup.com/machine/,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-32253--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:30.629831797Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/52475358dc78b11f67da7fcc90020759,2019-07-02T06:22:31.791795829Z,3ff20e8d0d67ae6c
yenigag2jkjy0d,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,GET,https://maestroconnect.scmgroup.com/static/images/flag-it.png,46,304,55,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.13,https://maestroconnect.scmgroup.com/machine/,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-32253--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:30.628538529Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/965c48537447969a42cdd1c3c27eaa40,2019-07-02T06:22:31.791795829Z,3c7d8c36d8e3f656
yenigag2jkjy0q,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,GET,https://maestroconnect.scmgroup.com/static/images/flag-en.png,46,304,55,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.13,https://maestroconnect.scmgroup.com/machine/,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-32253--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:30.627930697Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/9eb474d40398cffcc9017558d3e32af5,2019-07-02T06:22:31.791795829Z,3665b5adfd37b245
yenigag2jkjy12,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,GET,https://maestroconnect.scmgroup.com/static/images/user_settings.png,51,304,56,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.12,https://maestroconnect.scmgroup.com/machine/,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-32253--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:30.627559828Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/a64c6da4e47fac7342a748daf6a3ce35,2019-07-02T06:22:31.791795829Z,b3af9396769c643d
yenigag2jkjxzn,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,GET,https://maestroconnect.scmgroup.com/static/images/generic_user-180x180.png,89,304,56,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.12,https://maestroconnect.scmgroup.com/machine/,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-32253--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:30.621702320Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/a170b3d731bc393a5f811c52a6e98cd9,2019-07-02T06:22:31.791795829Z,d0c99aef32539f1f
yenigag2jkjxlw,response_sent_by_backend,type.googleapis.com/google.cloud.loadbalancing.type.LoadBalancerLogEntry,GET,https://maestroconnect.scmgroup.com/static/js/0.3dc79ec69d3cd69235b7.js,55,304,56,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,47.53.235.124,10.192.2.13,https://maestroconnect.scmgroup.com/login,http_load_balancer,global,mconnect-prod,k8s-um-mconnect-prod-ingress--c02cfa7721f23dae,k8s-fws-mconnect-prod-ingress--c02cfa7721f23dae,k8s-be-32253--c02cfa7721f23dae,k8s-tps-mconnect-prod-ingress--c02cfa7721f23dae,2019-07-02T06:22:30.549706303Z,INFO,projects/mconnect-prod/logs/requests,projects/mconnect-prod/traces/1bb19f416213eefb8791550851434732,2019-07-02T06:22:31.791795829Z,585ff127a8483437
